,title,price,condition,condition_description,num_reviews,pos_feedback_pct,return_days,model,capacity,release_year
276,apple iphone 11 pro 64gb unlocked at&t t-mobile verizon very good condition,439.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 11 pro smartphones with a storage capacity of 64gb and your choice of color from gold, midnight green, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,15,64.0,2019
279,apple iphone 8 plus 64gb at&t t-mobile gsm unlocked open box new other,259.89,5.0,"“these units are part of a closeout, overstock lot, and/or store returns. each phone is in excellent cosmetic condition or better. we received them in bulk, tested and re-packaged the items in our generic white boxes. you will receive a phone based on your color and carrier selection and a non-oem charger and data cable. sim card not included. nothing else will be included unless specifically listed in our listing. the phone maybe locked to a specific carrier or unlocked. unlocked phones will work with most gsm sim cards, please check with your carrier to ensure compatibility. may not work on sprint or other cdma carriers. carrier locked phones will only work on that specific carrier. check with your carrier to ensure compatibility.”",149726.0,99.7,2.0,11,64.0,2017
280,apple iphone se 64gb factory unlocked at&t t-mobile verizon excellent condition,109.95,4.0,"“100% fully functional - excellent cosmetic condition. looks like new at first glance. see below for full description of cosmetic condition. the devices in this listing are apple iphone se smartphones with a storage capacity of 64gb and your choice of color from gold, rose gold, silver, space gray. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,9,64.0,2016
281,apple iphone 11 - 128gb - factory unlocked - good condition,379.99,2.0,"“fully tested and restored to factory settings by our in house technicians. - good – this product is in good cosmetic condition, there will be signs of wear which may include scratches, visible scuffs and/or screen discoloration but nothing that will impair functionality. battery health will be a minimum of 80%. the item has been fully tested, restored to factory settings and is in excellent working order.”",27638.0,96.8,3.0,15,128.0,2019
282,apple iphone 7 128gb gsm unlocked at&t t-mobile very good condition,124.95,3.0,"“100% fully functional - very good cosmetic condition. very minimal signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 smartphones with a storage capacity of 128gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also gsm unlocked and can be used on all gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,10,128.0,2016
283,apple iphone 8 64/128/256gb at&t t-mobile verizon unlocked great,119.99,1.0,“great condition - these phones may have some visible wear from light use. there may be a few light scratches on the screen or scuffs on the body. all phones are fully tested using our 34-point inspection process and are 100% functional.”,39879.0,99.0,2.0,11,97.84544405997693,2017
284,apple iphone xr a1984 att sprint t-mobile verizon factory unlocked - excellent -,289.0,4.0,"“apple iphone xr - factory unlocked model a1984 - excellent condition and tough to tell from new - see the below description for more details. comes in a new box with a brand new 2-piece charger (lightning cable and wall plug) and a sim tray removal tool. clean esn/imei verified! we're a trusted and certified usa seller. all our phones are fully tested by our team of certified on-site mobile technicians using industry-leading diagnostic software and testing procedures to guarantee they work just like new or your money back. please, check our store ratings to see what our customers have to say about us and our products! feel free to message us with any questions you may have and have a nice day!”",30062.0,100.0,2.0,13,86.91575091575092,2018
285,apple iphone xs 64gb unlocked 4g lte ios 12mp camera smartphone - good,224.95,2.0,"“this is a b stock item, meaning unit is in good cosmetic condition and will show signs of use in the form of scrapes or scratches.”",332402.0,98.4,3.0,14,64.0,2018
286,apple iphone 11 - 64gb -🔥factory unlocked🔥 🔥excellent condition smartphones🔥,369.99,5.0,"“an excellent condition cosmetically. 100% fully tested, fully functional. might have minor scratches, complete in white box with travel adapter & lightning cable. headphones & sim cards will not be included. unlocked for any wireless carrier with in us and internationally”",1802.0,97.8,2.0,15,64.0,2019
289,apple iphone se 2020 64gb unlocked  att boost metro verizon t-mobile excellent,199.0,4.0,"“““““choose your mobile network, and color from the dropdown boxes.iphone will come network locked unless you pick fully unlocked from the network dropdown menu!!!  detailed grade information is below. we offer a no-risk 30-day warranty! trusted seller. see our ratings. fully tested by our team of on-site technicians using industry-leading testing software and procedures. then meticulously and carefully cosmetically graded to be sure they fit the conditions in this listing. please message us with any questions you may have.””””,””",61033.0,100.0,2.0,9,64.0,2016
290,apple iphone x - 256gb - space gray  a1865 gsm & cdma unlocked ~mrf~ good!,232.99,2.0,"“““this product has been determined fully functional by our industry leading functionality inspection. mfi certified lightning cable and ul approved power adapter are included. this product will not come in its original packaging; headsets, sim card and manual will not be included. for additional details including carrier compatibility please see item description.""""the item shows moderate wear and is backed by a one year warranty. it is fully functional and has been professionally refurbished,inspected and cleaned to good condition by qualified sellers. the item includes original or new accessories and will come in a new generic packaging.””",10672.0,98.8,2.0,12,256.0,2017
291,apple iphone 7 plus 32gb factory unlocked at&t t-mobile verizon good condition,145.95,2.0,"“100% fully functional - good cosmetic condition. moderate signs of wear. see below for full description of cosmetic condition. the devices in this listing are apple iphone 7 plus smartphones with a storage capacity of 32gb and your choice of color from (product)red, gold, jet black, matte black, rose gold, silver. they are also factory unlocked and can be used on verizon and other gsm networks such as att and t-mobile. every smartphone will arrive with a clear imei, factory data reset, clean, and ready to activate and use. generic accessories - a wall block and cable - are included with every purchase. visit our store to see more devices in more conditions. if your ideal device isn’t available, check back soon. we get new devices daily!”",82278.0,98.4,3.0,10,32.0,2016
